id,slug,name,category,material,visualKind,imageCount,isPlaceholder,semanticScore,finalScore,status,mediaStatus,reason
csv-uti-027,csv-uti-027-suporte-multiuso-trevor-gta-v-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Trevor GTA V para Headset, Controle, Cabos e Acessórios","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-028,csv-uti-028-organizador-modular-michael-gta-v-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Michael GTA V para Ferramentas Leves, Peças e Acessórios Nerd","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-029,csv-uti-029-kit-ferramenta-gamer-spider-man-marvel-organizador-utilitario-para-mesa-cabos-e-setup,"Kit Ferramenta Gamer Spider-Man Marvel Organizador Utilitário para Mesa, Cabos e Setup","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-030,csv-uti-030-porta-ferramentas-iron-man-marvel-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Iron Man Marvel para Mesa Gamer, Oficina Criativa e Home Office","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-031,csv-uti-031-suporte-multiuso-deadpool-marvel-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Deadpool Marvel para Headset, Controle, Cabos e Acessórios","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-032,csv-uti-032-organizador-modular-groot-marvel-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Groot Marvel para Ferramentas Leves, Peças e Acessórios Nerd","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-033,csv-uti-033-kit-ferramenta-gamer-darth-vader-star-wars-organizador-utilitario-para-mesa-cabos-e-setup,"Kit Ferramenta Gamer Darth Vader Star Wars Organizador Utilitário para Mesa, Cabos e Setup","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-034,csv-uti-034-porta-ferramentas-stormtrooper-star-wars-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Stormtrooper Star Wars para Mesa Gamer, Oficina Criativa e Home Office","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-035,csv-uti-035-suporte-multiuso-mandalorian-star-wars-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Mandalorian Star Wars para Headset, Controle, Cabos e Acessórios","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-036,csv-uti-036-organizador-modular-grogu-star-wars-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Grogu Star Wars para Ferramentas Leves, Peças e Acessórios Nerd","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-037,csv-uti-037-kit-ferramenta-gamer-pikachu-pokemon-organizador-utilitario-para-mesa-cabos-e-setup,"Kit Ferramenta Gamer Pikachu Pokémon Organizador Utilitário para Mesa, Cabos e Setup","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-038,csv-uti-038-porta-ferramentas-charmander-pokemon-para-mesa-gamer-oficina-criativa-e-home-office,"Porta Ferramentas Charmander Pokémon para Mesa Gamer, Oficina Criativa e Home Office","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-039,csv-uti-039-suporte-multiuso-gengar-pokemon-para-headset-controle-cabos-e-acessorios,"Suporte Multiuso Gengar Pokémon para Headset, Controle, Cabos e Acessórios","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-uti-040,csv-uti-040-organizador-modular-eevee-pokemon-para-ferramentas-leves-pecas-e-acessorios-nerd,"Organizador Modular Eevee Pokémon para Ferramentas Leves, Peças e Acessórios Nerd","Setup & Organização",PLA+ Reforçado,imagem-conceitual,4,false,0.94,0.85,FIX_TEXT,probable,"Has real images but classified as imagem-conceitual — reclassify visualKind"
csv-col-001,csv-col-001-mini-estatua-colecionavel-jett-valorant-edicao-decor-para-estante-mesa-e-setup,"Mini Estátua Colecionável Jett Valorant Edição Decor para Estante, Mesa e Setup","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-002,csv-col-002-caneca-colecionavel-reyna-valorant-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionável Reyna Valorant Nerd Premium para Café, Desk e Presente","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-003,csv-col-003-mousepad-colecionavel-sage-valorant-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionável Sage Valorant Desk Mat Gamer para Setup Profissional","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-004,csv-col-004-poster-premium-omen-valorant-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Omen Valorant Colecionável para Parede, Estúdio e Espaço Geek","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-005,csv-col-005-mini-estatua-colecionavel-ahri-league-of-legends-edicao-decor-para-estante-mesa-e-setup,"Mini Estátua Colecionável Ahri League of Legends Edição Decor para Estante, Mesa e Setup","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.95,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-006,csv-col-006-caneca-colecionavel-yasuo-league-of-legends-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionável Yasuo League of Legends Nerd Premium para Café, Desk e Presente","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-007,csv-col-007-mousepad-colecionavel-jinx-league-of-legends-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionável Jinx League of Legends Desk Mat Gamer para Setup Profissional","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-008,csv-col-008-poster-premium-lux-league-of-legends-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Lux League of Legends Colecionável para Parede, Estúdio e Espaço Geek","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-009,csv-col-009-mini-estatua-colecionavel-ghost-call-of-duty-edicao-decor-para-estante-mesa-e-setup,"Mini Estátua Colecionável Ghost Call of Duty Edição Decor para Estante, Mesa e Setup","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.95,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-010,csv-col-010-caneca-colecionavel-soap-call-of-duty-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionável Soap Call of Duty Nerd Premium para Café, Desk e Presente","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-011,csv-col-011-mousepad-colecionavel-task-force-call-of-duty-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionável Task Force Call of Duty Desk Mat Gamer para Setup Profissional","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-012,csv-col-012-poster-premium-warzone-call-of-duty-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Warzone Call of Duty Colecionável para Parede, Estúdio e Espaço Geek","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-013,csv-col-013-mini-estatua-colecionavel-creeper-minecraft-edicao-decor-para-estante-mesa-e-setup,"Mini Estátua Colecionável Creeper Minecraft Edição Decor para Estante, Mesa e Setup","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-014,csv-col-014-caneca-colecionavel-steve-minecraft-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionável Steve Minecraft Nerd Premium para Café, Desk e Presente","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-015,csv-col-015-mousepad-colecionavel-alex-minecraft-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionável Alex Minecraft Desk Mat Gamer para Setup Profissional","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-016,csv-col-016-poster-premium-enderman-minecraft-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Enderman Minecraft Colecionável para Parede, Estúdio e Espaço Geek","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-017,csv-col-017-mini-estatua-colecionavel-lhama-fortnite-edicao-decor-para-estante-mesa-e-setup,"Mini Estátua Colecionável Lhama Fortnite Edição Decor para Estante, Mesa e Setup","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-018,csv-col-018-caneca-colecionavel-battle-royale-fortnite-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionável Battle Royale Fortnite Nerd Premium para Café, Desk e Presente","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-019,csv-col-019-mousepad-colecionavel-victory-crown-fortnite-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionável Victory Crown Fortnite Desk Mat Gamer para Setup Profissional","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-020,csv-col-020-poster-premium-peely-fortnite-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Peely Fortnite Colecionável para Parede, Estúdio e Espaço Geek","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-021,csv-col-021-mini-estatua-colecionavel-awp-cs2-edicao-decor-para-estante-mesa-e-setup,"Mini Estátua Colecionável AWP CS2 Edição Decor para Estante, Mesa e Setup","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-022,csv-col-022-caneca-colecionavel-ak-47-cs2-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionável AK-47 CS2 Nerd Premium para Café, Desk e Presente","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-023,csv-col-023-mousepad-colecionavel-knife-cs2-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionável Knife CS2 Desk Mat Gamer para Setup Profissional","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-024,csv-col-024-poster-premium-defuse-cs2-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Defuse CS2 Colecionável para Parede, Estúdio e Espaço Geek","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-025,csv-col-025-mini-estatua-colecionavel-los-santos-gta-v-edicao-decor-para-estante-mesa-e-setup,"Mini Estátua Colecionável Los Santos GTA V Edição Decor para Estante, Mesa e Setup","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.95,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-026,csv-col-026-caneca-colecionavel-franklin-gta-v-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionável Franklin GTA V Nerd Premium para Café, Desk e Presente","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-027,csv-col-027-mousepad-colecionavel-trevor-gta-v-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionável Trevor GTA V Desk Mat Gamer para Setup Profissional","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-028,csv-col-028-poster-premium-michael-gta-v-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Michael GTA V Colecionável para Parede, Estúdio e Espaço Geek","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-029,csv-col-029-mini-estatua-colecionavel-spider-man-marvel-edicao-decor-para-estante-mesa-e-setup,"Mini Estátua Colecionável Spider-Man Marvel Edição Decor para Estante, Mesa e Setup","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.95,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-030,csv-col-030-caneca-colecionavel-iron-man-marvel-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionável Iron Man Marvel Nerd Premium para Café, Desk e Presente","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-031,csv-col-031-mousepad-colecionavel-deadpool-marvel-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionável Deadpool Marvel Desk Mat Gamer para Setup Profissional","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-032,csv-col-032-poster-premium-groot-marvel-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Groot Marvel Colecionável para Parede, Estúdio e Espaço Geek","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-033,csv-col-033-mini-estatua-colecionavel-darth-vader-star-wars-edicao-decor-para-estante-mesa-e-setup,"Mini Estátua Colecionável Darth Vader Star Wars Edição Decor para Estante, Mesa e Setup","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.95,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-034,csv-col-034-caneca-colecionavel-stormtrooper-star-wars-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionável Stormtrooper Star Wars Nerd Premium para Café, Desk e Presente","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-035,csv-col-035-mousepad-colecionavel-mandalorian-star-wars-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionável Mandalorian Star Wars Desk Mat Gamer para Setup Profissional","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-036,csv-col-036-poster-premium-grogu-star-wars-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Grogu Star Wars Colecionável para Parede, Estúdio e Espaço Geek","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-037,csv-col-037-mini-estatua-colecionavel-pikachu-pokemon-edicao-decor-para-estante-mesa-e-setup,"Mini Estátua Colecionável Pikachu Pokémon Edição Decor para Estante, Mesa e Setup","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-038,csv-col-038-caneca-colecionavel-charmander-pokemon-nerd-premium-para-cafe-desk-e-presente,"Caneca Colecionável Charmander Pokémon Nerd Premium para Café, Desk e Presente","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-039,csv-col-039-mousepad-colecionavel-gengar-pokemon-desk-mat-gamer-para-setup-profissional,"Mousepad Colecionável Gengar Pokémon Desk Mat Gamer para Setup Profissional","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,0.94,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
csv-col-040,csv-col-040-poster-premium-eevee-pokemon-colecionavel-para-parede-estudio-e-espaco-geek,"Poster Premium Eevee Pokémon Colecionável para Parede, Estúdio e Espaço Geek","Geek & Colecionáveis",PLA Premium,imagem-conceitual,4,true,1,0,BLOCKED,placeholder,"All 4 images are placeholder text cards (uniform_size_text_card)"
